year,teamup,upick1,upick2,upick3,teamdown,dpick1,dpick2,dpick3,dpick4,dpick5,dpick6,up_pick1_next_year,up_pick2_next_year,up_pick3_next_year,down_pick1_next_year,down_pick2_next_year,down_pick3_next_year,down_pick4_next_year,down_pick5_next_year,down_pick6_next_year,up_pick1_round,up_pick1_number,up_pick1_year,up_pick2_round,up_pick2_number,up_pick2_year,up_pick3_round,up_pick3_number,up_pick3_year,down_pick1_round,down_pick1_number,down_pick1_year,down_pick2_round,down_pick2_number,down_pick2_year,down_pick3_round,down_pick3_number,down_pick3_year,down_pick4_round,down_pick4_number,down_pick4_year,down_pick5_round,down_pick5_number,down_pick5_year,down_pick6_round,down_pick6_number,down_pick6_year,up1_jj_value,up2_jj_value,up3_jj_value,down1_jj_value,down2_jj_value,down3_jj_value,down4_jj_value,down5_jj_value,down6_jj_value,jj_up_total,jj_down_total,jj_trade_diff,future_up_picks,future_down_picks
2009,Vikings,5-150,,,Redskins,5-158,7-221,,,,,0,0,0,0,0,0,0,0,0,5,150,2009,,,2009,,,2009,5,158,2009,7,221,2009,,,2009,,,2009,,,2009,,,2009,31,0,0,29,4,0,0,0,0,31,33,-2,0,0
2009,Saints,5-164,,,Eagles,7-222,5-163,,,,,0,0,0,0,1,0,0,0,0,5,164,2009,,,2009,,,2009,7,222,2009,5,163,2010,,,2009,,,2009,,,2009,,,2009,27,0,0,4,27,0,0,0,0,27,31,-4,0,1
2009,Broncos,6-174,,,Lions,7-235,5-146,,,,,0,0,0,0,1,0,0,0,0,6,174,2009,,,2009,,,2009,7,235,2009,5,146,2010,,,2009,,,2009,,,2009,,,2009,23,0,0,2,33,0,0,0,0,23,35,-12,0,1
2009,Raiders,6-202,,,Panthers,7-216,6-175,,,,,0,0,0,0,1,0,0,0,0,6,202,2009,,,2009,,,2009,7,216,2009,6,175,2010,,,2009,,,2009,,,2009,,,2009,12,0,0,6,22,0,0,0,0,12,28,-17,0,1
2009,Chiefs,7-237,,,Dolphins,7-212,,,,,,0,0,0,1,0,0,0,0,0,7,237,2009,,,2009,,,2009,7,212,2010,,,2009,,,2009,,,2009,,,2009,,,2009,2,0,0,8,0,0,0,0,0,2,8,-6,0,1
2010,49ers,1-11,,,Broncos,1-13,4-113,,,,,0,0,0,0,0,0,0,0,0,1,11,2010,,,2010,,,2010,1,13,2010,4,113,2010,,,2010,,,2010,,,2010,,,2010,1250,0,0,1150,68,0,0,0,0,1250,1218,32,0,0
2010,Eagles,1-13,,,Broncos,1-24,3-70,3-87,,,,0,0,0,0,0,0,0,0,0,1,13,2010,,,2010,,,2010,1,24,2010,3,70,2010,3,87,2010,,,2010,,,2010,,,2010,1150,0,0,740,240,155,0,0,0,1150,1135,15,0,0
2010,Broncos,1-22,,,Patriots,1-24,4-113,,,,,0,0,0,0,0,0,0,0,0,1,22,2010,,,2010,,,2010,1,24,2010,4,113,2010,,,2010,,,2010,,,2010,,,2010,780,0,0,740,68,0,0,0,0,780,808,-28,0,0
2010,Cowboys,1-24,4-119,,Patriots,1-27,3-90,,,,,0,0,0,0,0,0,0,0,0,1,24,2010,4,119,2010,,,2010,1,27,2010,3,90,2010,,,2010,,,2010,,,2010,,,2010,740,56,0,680,140,0,0,0,0,796,820,-24,0,0
2010,Broncos,1-25,,,Ravens,2-43,3-70,4-114,,,,0,0,0,0,0,0,0,0,0,1,25,2010,,,2010,,,2010,2,43,2010,3,70,2010,4,114,2010,,,2010,,,2010,,,2010,720,0,0,470,240,66,0,0,0,720,776,-56,0,0
2010,Lions,1-30,4-128,,Vikings,2-34,4-100,7-214,,,,0,0,0,0,0,0,0,0,0,1,30,2010,4,128,2010,,,2010,2,34,2010,4,100,2010,7,214,2010,,,2010,,,2010,,,2010,620,44,0,560,100,7,0,0,0,664,667,-3,0,0
2010,Bucs,2-39,,,Raiders,2-42,5-153,,,,,0,0,0,0,0,0,0,0,0,2,39,2010,,,2010,,,2010,2,42,2010,5,153,2010,,,2010,,,2010,,,2010,,,2010,510,0,0,480,31,0,0,0,0,510,511,-1,0,0
2010,Patriots,2-42,,,Raiders,2-44,6-190,,,,,0,0,0,0,0,0,0,0,0,2,42,2010,,,2010,,,2010,2,44,2010,6,190,2010,,,2010,,,2010,,,2010,,,2010,480,0,0,460,16,0,0,0,0,480,476,4,0,0
2010,Cardinals,2-47,,,Patriots,2-58,3-89,,,,,0,0,0,0,0,0,0,0,0,2,47,2010,,,2010,,,2010,2,58,2010,3,89,2010,,,2010,,,2010,,,2010,,,2010,430,0,0,320,145,0,0,0,0,430,465,-35,0,0
2010,Texans,2-51,,,Vikings,2-62,3-93,,,,,0,0,0,0,0,0,0,0,0,2,51,2010,,,2010,,,2010,2,62,2010,3,93,2010,,,2010,,,2010,,,2010,,,2010,390,0,0,284,128,0,0,0,0,390,412,-22,0,0
2010,Cowboys,2-55,,,Eagles,2-59,4-125,,,,,0,0,0,0,0,0,0,0,0,2,55,2010,,,2010,,,2010,2,59,2010,4,125,2010,,,2010,,,2010,,,2010,,,2010,350,0,0,310,47,0,0,0,0,350,357,-7,0,0
2010,Texans,2-58,,,Patriots,2-62,5-150,,,,,0,0,0,0,0,0,0,0,0,2,58,2010,,,2010,,,2010,2,62,2010,5,150,2010,,,2010,,,2010,,,2010,,,2010,320,0,0,284,31,0,0,0,0,320,315,5,0,0
2010,Browns,2-59,,,Eagles,3-71,5-134,5-146,,,,0,0,0,0,0,0,0,0,0,2,59,2010,,,2010,,,2010,3,71,2010,5,134,2010,5,146,2010,,,2010,,,2010,,,2010,310,0,0,235,39,33,0,0,0,310,307,3,0,0
2010,Packers,3-71,,,Eagles,3-86,4-122,,,,,0,0,0,0,0,0,0,0,0,3,71,2010,,,2010,,,2010,3,86,2010,4,122,2010,,,2010,,,2010,,,2010,,,2010,235,0,0,160,50,0,0,0,0,235,210,25,0,0
2010,Chargers,3-79,,,49ers,3-91,6-173,4-115,,,,0,0,0,0,0,1,0,0,0,3,79,2010,,,2010,,,2010,3,91,2010,6,173,2010,4,115,2011,,,2010,,,2010,,,2010,195,0,0,136,23,64,0,0,0,195,223,-28,0,1
2010,Panthers,3-89,,,Patriots,2-33,,,,,,0,0,0,1,0,0,0,0,0,3,89,2010,,,2010,,,2010,2,33,2011,,,2010,,,2010,,,2010,,,2010,,,2010,145,0,0,580,0,0,0,0,0,145,580,-435,0,1
2010,Chiefs,3-93,,,Texans,4-102,5-144,,,,,0,0,0,0,0,0,0,0,0,3,93,2010,,,2010,,,2010,4,102,2010,5,144,2010,,,2010,,,2010,,,2010,,,2010,128,0,0,92,34,0,0,0,0,128,126,2,0,0
2010,Jets,4-112,,,Panthers,4-124,6-198,,,,,0,0,0,0,0,0,0,0,0,4,112,2010,,,2010,,,2010,4,124,2010,6,198,2010,,,2010,,,2010,,,2010,,,2010,70,0,0,48,13,0,0,0,0,70,61,9,0,0
2010,Dolphins,4-119,,,Cowboys,4-126,6-179,,,,,0,0,0,0,0,0,0,0,0,4,119,2010,,,2010,,,2010,4,126,2010,6,179,2010,,,2010,,,2010,,,2010,,,2010,56,0,0,46,21,0,0,0,0,56,67,-11,0,0
2010,Saints,4-123,,,Cowboys,4-130,6-201,,,,,0,0,0,0,0,0,0,0,0,4,123,2010,,,2010,,,2010,4,130,2010,6,201,2010,,,2010,,,2010,,,2010,,,2010,49,0,0,42,12,0,0,0,0,49,54,-5,0,0
2010,Falcons,5-135,,,Rams,5-149,6-189,,,,,0,0,0,0,0,0,0,0,0,5,135,2010,,,2010,,,2010,5,149,2010,6,189,2010,,,2010,,,2010,,,2010,,,2010,39,0,0,32,17,0,0,0,0,39,49,-10,0,0
2010,Chargers,5-146,,,Eagles,5-159,5-149,,,,,0,0,0,0,1,0,0,0,0,5,146,2010,,,2010,,,2010,5,159,2010,5,149,2011,,,2010,,,2010,,,2010,,,2010,33,0,0,29,32,0,0,0,0,33,61,-28,0,1
2010,Jaguars,5-158,,,Saints,4-121,,,,,,0,0,0,1,0,0,0,0,0,5,158,2010,,,2010,,,2010,4,121,2011,,,2010,,,2010,,,2010,,,2010,,,2010,29,0,0,52,0,0,0,0,0,29,52,-23,0,1
2010,Redskins,5-163,,,Dolphins,6-174,7-219,,,,,0,0,0,0,0,0,0,0,0,5,163,2010,,,2010,,,2010,6,174,2010,7,219,2010,,,2010,,,2010,,,2010,,,2010,27,0,0,23,5,0,0,0,0,27,28,0,0,0
2010,Patriots,7-208,,,Redskins,7-229,7-231,,,,,0,0,0,0,0,0,0,0,0,7,208,2010,,,2010,,,2010,7,229,2010,7,231,2010,,,2010,,,2010,,,2010,,,2010,9,0,0,3,2,0,0,0,0,9,5,4,0,0
2010,Eagles,7-220,,,Lions,6-186,,,,,,0,0,0,1,0,0,0,0,0,7,220,2010,,,2010,,,2010,6,186,2011,,,2010,,,2010,,,2010,,,2010,,,2010,4,0,0,18,0,0,0,0,0,4,18,-14,0,1
2010,Broncos,7-225,7-232,,Bucs,5-135,,,,,,0,0,0,1,0,0,0,0,0,7,225,2010,7,232,2010,,,2010,5,135,2011,,,2010,,,2010,,,2010,,,2010,,,2010,3,2,0,39,0,0,0,0,0,5,39,-33,0,1
2011,Falcons,1-6,,,Browns,1-26,2-59,4-124,1-22,4-118,,0,0,0,0,0,0,1,1,0,1,6,2011,,,2011,,,2011,1,26,2011,2,59,2011,4,124,2011,1,22,2012,4,118,2012,,,2011,1600,0,0,700,310,48,780,58,0,1600,1896,-296,0,2
2011,Jaguars,1-10,,,Redskins,1-16,2-49,,,,,0,0,0,0,0,0,0,0,0,1,10,2011,,,2011,,,2011,1,16,2011,2,49,2011,,,2011,,,2011,,,2011,,,2011,1300,0,0,1000,410,0,0,0,0,1300,1410,-110,0,0
2011,Browns,1-21,,,Chiefs,1-36,3-70,,,,,0,0,0,0,0,0,0,0,0,1,21,2011,,,2011,,,2011,1,36,2011,3,70,2011,,,2011,,,2011,,,2011,,,2011,800,0,0,540,240,0,0,0,0,800,780,20,0,0
2011,Saints,1-28,,,Patriots,2-56,1-27,,,,,0,0,0,0,1,0,0,0,0,1,28,2011,,,2011,,,2011,2,56,2011,1,27,2012,,,2011,,,2011,,,2011,,,2011,660,0,0,340,680,0,0,0,0,660,1020,-360,0,1
2011,49ers,2-36,,,Broncos,2-45,4-108,5-141,,,,0,0,0,0,0,0,0,0,0,2,36,2011,,,2011,,,2011,2,45,2011,4,108,2011,5,141,2011,,,2011,,,2011,,,2011,540,0,0,450,78,36,0,0,0,540,564,-24,0,0
2011,Colts,2-49,,,Colts,2-53,5-152,,,,,0,0,0,0,0,0,0,0,0,2,49,2011,,,2011,,,2011,2,53,2011,5,152,2011,,,2011,,,2011,,,2011,,,2011,410,0,0,370,32,0,0,0,0,410,402,8,0,0
2011,Bears,2-53,,,Redskins,2-62,4-127,,,,,0,0,0,0,0,0,0,0,0,2,53,2011,,,2011,,,2011,2,62,2011,4,127,2011,,,2011,,,2011,,,2011,,,2011,370,0,0,284,45,0,0,0,0,370,329,41,0,0
2011,Lions,2-57,5-157,7-209,Seahawks,3-75,4-107,5-154,7-205,,,0,0,0,0,0,0,0,0,0,2,57,2011,5,157,2011,7,209,2011,3,75,2011,4,107,2011,5,154,2011,7,205,2011,,,2011,,,2011,330,30,9,215,80,31,10,0,0,368,336,32,0,0
2011,Patriots,2-60,,,Texans,3-73,5-138,,,,,0,0,0,0,0,0,0,0,0,2,60,2011,,,2011,,,2011,3,73,2011,5,138,2011,,,2011,,,2011,,,2011,,,2011,300,0,0,225,37,0,0,0,0,300,262,38,0,0
2011,Dolphins,2-62,,,Redskins,3-79,5-146,7-217,,,,0,0,0,0,0,0,0,0,0,2,62,2011,,,2011,,,2011,3,79,2011,5,146,2011,7,217,2011,,,2011,,,2011,,,2011,284,0,0,195,33,6,0,0,0,284,234,50,0,0
2011,Jaguars,3-76,,,49ers,3-80,6-182,,,,,0,0,0,0,0,0,0,0,0,3,76,2011,,,2011,,,2011,3,80,2011,6,182,2011,,,2011,,,2011,,,2011,,,2011,210,0,0,190,20,0,0,0,0,210,210,0,0,0
2011,Ravens,3-85,,,Eagles,3-90,6-191,,,,,0,0,0,0,0,0,0,0,0,3,85,2011,,,2011,,,2011,3,90,2011,6,191,2011,,,2011,,,2011,,,2011,,,2011,165,0,0,140,16,0,0,0,0,165,156,9,0,0
2011,Raiders,3-92,4-125,,Patriots,7-219,2-48,,,,,0,0,0,0,1,0,0,0,0,3,92,2011,4,125,2011,,,2011,7,219,2011,2,48,2012,,,2011,,,2011,,,2011,,,2011,132,47,0,5,420,0,0,0,0,179,425,-246,0,1
2011,Bucs,4-104,,,Eagles,4-116,4-99,,,,,0,0,0,0,1,0,0,0,0,4,104,2011,,,2011,,,2011,4,116,2011,4,99,2012,,,2011,,,2011,,,2011,,,2011,86,0,0,62,104,0,0,0,0,86,166,-80,0,1
2011,Redskins,4-105,6-178,,Texans,4-127,5-144,5-152,,,,0,0,0,0,0,0,0,0,0,4,105,2011,6,178,2011,,,2011,4,127,2011,5,144,2011,5,152,2011,,,2011,,,2011,,,2011,84,21,0,45,34,32,0,0,0,105,111,-6,0,0
2011,Broncos,4-129,7-204,,Packers,4-141,6-186,,,,,0,0,0,0,0,0,0,0,0,4,129,2011,7,204,2011,,,2011,4,141,2011,6,186,2011,,,2011,,,2011,,,2011,,,2011,43,11,0,36,18,0,0,0,0,54,54,0,0,0
2011,Falcons,5-145,,,Rams,5-158,7-229,,,,,0,0,0,0,0,0,0,0,0,5,145,2011,,,2011,,,2011,5,158,2011,7,229,2011,,,2011,,,2011,,,2011,,,2011,34,0,0,29,3,0,0,0,0,34,32,2,0,0
2011,Browns,5-150,,,Vikings,6-168,6-170,,,,,0,0,0,0,0,0,0,0,0,5,150,2011,,,2011,,,2011,6,168,2011,6,170,2011,,,2011,,,2011,,,2011,,,2011,31,0,0,25,24,0,0,0,0,31,50,-18,0,0
2011,Jets,5-153,7-227,,Eagles,5-161,6-194,,,,,0,0,0,0,0,0,0,0,0,5,153,2011,7,227,2011,,,2011,5,161,2011,6,194,2011,,,2011,,,2011,,,2011,,,2011,31,3,0,28,15,0,0,0,0,34,43,-9,0,0
2011,49ers,5-163,,,Packers,6-174,7-231,,,,,0,0,0,0,0,0,0,0,0,5,163,2011,,,2011,,,2011,6,174,2011,7,231,2011,,,2011,,,2011,,,2011,,,2011,27,0,0,23,2,0,0,0,0,27,25,2,0,0
2011,Dolphins,6-174,7-231,,Packers,6-179,7-218,,,,,0,0,0,0,0,0,0,0,0,6,174,2011,7,231,2011,,,2011,6,179,2011,7,218,2011,,,2011,,,2011,,,2011,,,2011,23,2,0,21,5,0,0,0,0,25,26,-1,0,0
2012,Redskins,1-2,,,Rams,1-6,2-39,1-22,1-2,,,0,0,0,0,0,1,2,0,0,1,2,2012,,,2012,,,2012,1,6,2012,2,39,2012,1,22,2013,1,2,2014,,,2012,,,2012,2600,0,0,1600,510,780,2600,0,0,2600,5490,-2890,0,2
2012,Browns,1-3,,,Vikings,1-4,4-118,5-139,7-211,,,0,0,0,0,0,0,0,0,0,1,3,2012,,,2012,,,2012,1,4,2012,4,118,2012,5,139,2012,7,211,2012,,,2012,,,2012,2200,0,0,1800,58,37,8,0,0,2200,1903,298,0,0
2012,Bucs,1-5,,,Jaguars,1-7,4-101,,,,,0,0,0,0,0,0,0,0,0,1,5,2012,,,2012,,,2012,1,7,2012,4,101,2012,,,2012,,,2012,,,2012,,,2012,1700,0,0,1500,96,0,0,0,0,1700,1596,104,0,0
2012,Cowboys,1-6,,,Rams,1-14,2-45,,,,,0,0,0,0,0,0,0,0,0,1,6,2012,,,2012,,,2012,1,14,2012,2,45,2012,,,2012,,,2012,,,2012,,,2012,1600,0,0,1100,450,0,0,0,0,1600,1550,50,0,0
2012,Eagles,1-12,,,Seahawks,1-15,4-114,6-172,,,,0,0,0,0,0,0,0,0,0,1,12,2012,,,2012,,,2012,1,15,2012,4,114,2012,6,172,2012,,,2012,,,2012,,,2012,1200,0,0,1050,66,24,0,0,0,1200,1140,60,0,0
2012,Patriots,1-21,,,Bengals,1-27,3-93,,,,,0,0,0,0,0,0,0,0,0,1,21,2012,,,2012,,,2012,1,27,2012,3,93,2012,,,2012,,,2012,,,2012,,,2012,800,0,0,680,128,0,0,0,0,800,808,-8,0,0
2012,Patriots,1-25,,,Broncos,1-31,4-126,,,,,0,0,0,0,0,0,0,0,0,1,25,2012,,,2012,,,2012,1,31,2012,4,126,2012,,,2012,,,2012,,,2012,,,2012,720,0,0,600,46,0,0,0,0,720,646,74,0,0
2012,Vikings,1-29,,,Ravens,2-35,4-98,,,,,0,0,0,0,0,0,0,0,0,1,29,2012,,,2012,,,2012,2,35,2012,4,98,2012,,,2012,,,2012,,,2012,,,2012,640,0,0,550,108,0,0,0,0,640,658,-18,0,0
2012,Bucs,1-31,4-126,,Broncos,2-36,4-101,,,,,0,0,0,0,0,0,0,0,0,1,31,2012,4,126,2012,,,2012,2,36,2012,4,101,2012,,,2012,,,2012,,,2012,,,2012,600,46,0,540,96,0,0,0,0,646,636,10,0,0
2012,Jets,2-43,,,Seahawks,2-47,5-154,7-232,,,,0,0,0,0,0,0,0,0,0,2,43,2012,,,2012,,,2012,2,47,2012,5,154,2012,7,232,2012,,,2012,,,2012,,,2012,470,0,0,430,31,2,0,0,0,470,463,7,0,0
2012,Bears,2-45,,,Cowboys,2-50,5-150,,,,,0,0,0,0,0,0,0,0,0,2,45,2012,,,2012,,,2012,2,50,2012,5,150,2012,,,2012,,,2012,,,2012,,,2012,450,0,0,400,31,0,0,0,0,450,431,19,0,0
2012,Packers,2-51,,,Eagles,2-59,4-123,,,,,0,0,0,0,0,0,0,0,0,2,51,2012,,,2012,,,2012,2,59,2012,4,123,2012,,,2012,,,2012,,,2012,,,2012,390,0,0,310,49,0,0,0,0,390,359,31,0,0
2012,Bucs,2-58,7-233,,Texans,3-68,4-126,,,,,0,0,0,0,0,0,0,0,0,2,58,2012,7,233,2012,,,2012,3,68,2012,4,126,2012,,,2012,,,2012,,,2012,,,2012,320,2,0,250,46,0,0,0,0,322,296,26,0,0
2012,Packers,2-62,,,Patriots,3-90,5-163,,,,,0,0,0,0,0,0,0,0,0,2,62,2012,,,2012,,,2012,3,90,2012,5,163,2012,,,2012,,,2012,,,2012,,,2012,284,0,0,140,27,0,0,0,0,284,167,117,0,0
2012,Browns,3-67,,,Broncos,3-87,4-120,,,,,0,0,0,0,0,0,0,0,0,3,67,2012,,,2012,,,2012,3,87,2012,4,120,2012,,,2012,,,2012,,,2012,,,2012,255,0,0,155,54,0,0,0,0,255,209,46,0,0
2012,Bills,3-69,,,Redskins,3-71,7-217,,,,,0,0,0,0,0,0,0,0,0,3,69,2012,,,2012,,,2012,3,71,2012,7,217,2012,,,2012,,,2012,,,2012,,,2012,245,0,0,235,6,0,0,0,0,245,241,4,0,0
2012,Chargers,3-73,,,Dolphins,3-78,6-183,,,,,0,0,0,0,0,0,0,0,0,3,73,2012,,,2012,,,2012,3,78,2012,6,183,2012,,,2012,,,2012,,,2012,,,2012,225,0,0,200,19,0,0,0,0,225,219,6,0,0
2012,Ravens,3-84,,,Falcons,3-91,5-164,,,,,0,0,0,0,0,0,0,0,0,3,84,2012,,,2012,,,2012,3,91,2012,5,164,2012,,,2012,,,2012,,,2012,,,2012,170,0,0,136,27,0,0,0,0,170,163,7,0,0
2012,Colts,3-92,,,49ers,4-97,5-157,,,,,0,0,0,0,1,0,0,0,0,3,92,2012,,,2012,,,2012,4,97,2012,5,157,2013,,,2012,,,2012,,,2012,,,2012,132,0,0,112,30,0,0,0,0,132,142,-10,0,1
2012,Dolphins,4-97,,,49ers,4-103,6-196,6-180,,,,0,0,0,0,0,1,0,0,0,4,97,2012,,,2012,,,2012,4,103,2012,6,196,2012,6,180,2013,,,2012,,,2012,,,2012,112,0,0,88,14,20,0,0,0,112,122,-10,0,1
2012,Panthers,4-103,,,49ers,6-180,3-74,,,,,0,0,0,0,1,0,0,0,0,4,103,2012,,,2012,,,2012,6,180,2012,3,74,2013,,,2012,,,2012,,,2012,,,2012,88,0,0,20,220,0,0,0,0,88,240,-152,0,1
2012,Steelers,4-109,,,Redskins,4-119,6-193,,,,,0,0,0,0,0,0,0,0,0,4,109,2012,,,2012,,,2012,4,119,2012,6,193,2012,,,2012,,,2012,,,2012,,,2012,76,0,0,56,15,0,0,0,0,76,71,5,0,0
2012,49ers,4-117,,,Lions,4-125,6-196,,,,,0,0,0,0,0,0,0,0,0,4,117,2012,,,2012,,,2012,4,125,2012,6,196,2012,,,2012,,,2012,,,2012,,,2012,60,0,0,47,14,0,0,0,0,60,61,-1,0,0
2012,Lions,5-138,7-223,,Vikings,7-219,4-102,,,,,0,0,0,0,1,0,0,0,0,5,138,2012,7,223,2012,,,2012,7,219,2012,4,102,2013,,,2012,,,2012,,,2012,,,2012,37,3,0,5,92,0,0,0,0,40,97,-57,0,1
2012,Dolphins,5-145,,,Titans,5-155,7-227,,,,,0,0,0,0,0,0,0,0,0,5,145,2012,,,2012,,,2012,5,155,2012,7,227,2012,,,2012,,,2012,,,2012,,,2012,34,0,0,30,3,0,0,0,0,34,33,0,0,0
2012,Lions,5-148,,,Raiders,5-158,7-230,,,,,0,0,0,0,0,0,0,0,0,5,148,2012,,,2012,,,2012,5,158,2012,7,230,2012,,,2012,,,2012,,,2012,,,2012,32,0,0,29,2,0,0,0,0,32,32,1,0,0
2012,Packers,5-163,,,Patriots,6-197,7-224,7-235,,,,0,0,0,0,0,0,0,0,0,5,163,2012,,,2012,,,2012,6,197,2012,7,224,2012,7,235,2012,,,2012,,,2012,,,2012,27,0,0,14,3,2,0,0,0,27,19,9,0,0
2012,Titans,7-211,,,Vikings,6-176,,,,,,0,0,0,1,0,0,0,0,0,7,211,2012,,,2012,,,2012,6,176,2013,,,2012,,,2012,,,2012,,,2012,,,2012,8,0,0,22,0,0,0,0,0,8,22,-14,0,1
2013,Dolphins,1-3,,,Raiders,1-12,2-42,,,,,0,0,0,0,0,0,0,0,0,1,3,2013,,,2013,,,2013,1,12,2013,2,42,2013,,,2013,,,2013,,,2013,,,2013,2200,0,0,1200,480,0,0,0,0,2200,1680,520,0,0
2013,Rams,1-8,3-71,,Bills,1-16,2-46,3-78,7-222,,,0,0,0,0,0,0,0,0,0,1,8,2013,3,71,2013,,,2013,1,16,2013,2,46,2013,3,78,2013,7,222,2013,,,2013,,,2013,1400,235,0,1000,440,200,4,0,0,1635,1644,-9,0,0
2013,49ers,1-18,,,Cowboys,1-31,3-74,,,,,0,0,0,0,0,0,0,0,0,1,18,2013,,,2013,,,2013,1,31,2013,3,74,2013,,,2013,,,2013,,,2013,,,2013,900,0,0,600,220,0,0,0,0,900,820,80,0,0
2013,Vikings,1-19,,,Patriots,2-52,3-83,4-102,7-229,,,0,0,0,0,0,0,0,0,0,1,19,2013,,,2013,,,2013,2,52,2013,3,83,2013,4,102,2013,7,229,2013,,,2013,,,2013,875,0,0,380,175,92,3,0,0,875,650,226,0,0
2013,Falcons,1-22,7-249,,Rams,1-30,3-92,6-198,,,,0,1,0,0,0,0,0,0,0,1,22,2013,7,249,2014,,,2013,1,30,2013,3,92,2013,6,198,2013,,,2013,,,2013,,,2013,780,1,0,620,132,13,0,0,0,781,765,16,1,0
2013,Titans,2-34,,,49ers,2-40,3-216,3-77,,,,0,0,0,0,0,1,0,0,0,2,34,2013,,,2013,,,2013,2,40,2013,3,216,2013,3,77,2014,,,2013,,,2013,,,2013,560,0,0,500,6,205,0,0,0,560,711,-151,0,1
2013,Chargers,2-38,,,Cardinals,2-45,3-110,,,,,0,0,0,0,0,0,0,0,0,2,38,2013,,,2013,,,2013,2,45,2013,3,110,2013,,,2013,,,2013,,,2013,,,2013,520,0,0,450,74,0,0,0,0,520,524,-4,0,0
2013,49ers,2-55,,,Packers,2-61,6-173,,,,,0,0,0,0,0,0,0,0,0,2,55,2013,,,2013,,,2013,2,61,2013,6,173,2013,,,2013,,,2013,,,2013,,,2013,350,0,0,292,23,0,0,0,0,350,315,35,0,0
2013,Rams,2-56,,,Seahawks,3-62,5-165,6-199,,,,0,0,0,0,0,0,0,0,0,2,56,2013,,,2013,,,2013,3,62,2013,5,165,2013,6,199,2013,,,2013,,,2013,,,2013,340,0,0,284,26,13,0,0,0,340,323,17,0,0
2013,Saints,3-82,,,Dolphins,3-106,4-109,,,,,0,0,0,0,0,0,0,0,0,3,82,2013,,,2013,,,2013,3,106,2013,4,109,2013,,,2013,,,2013,,,2013,,,2013,180,0,0,82,76,0,0,0,0,180,158,22,0,0
2013,49ers,3-88,,,Packers,3-93,7-216,,,,,0,0,0,0,0,0,0,0,0,3,88,2013,,,2013,,,2013,3,93,2013,7,216,2013,,,2013,,,2013,,,2013,,,2013,150,0,0,128,6,0,0,0,0,150,134,16,0,0
2013,Dolphins,3-93,,,Packers,3-109,5-146,7-224,,,,0,0,0,0,0,0,0,0,0,3,93,2013,,,2013,,,2013,3,109,2013,5,146,2013,7,224,2013,,,2013,,,2013,,,2013,128,0,0,76,33,3,0,0,0,128,112,16,0,0
2013,Eagles,4-98,,,Jaguars,4-101,7-210,,,,,0,0,0,0,0,0,0,0,0,4,98,2013,,,2013,,,2013,4,101,2013,7,210,2013,,,2013,,,2013,,,2013,,,2013,108,0,0,96,8,0,0,0,0,108,104,4,0,0
2013,Bucs,4-100,,,Raiders,4-112,6-181,,,,,0,0,0,0,0,0,0,0,0,4,100,2013,,,2013,,,2013,4,112,2013,6,181,2013,,,2013,,,2013,,,2013,,,2013,100,0,0,70,20,0,0,0,0,100,90,10,0,0
2013,Giants,4-110,,,Cardinals,4-116,6-187,,,,,0,0,0,0,0,0,0,0,0,4,110,2013,,,2013,,,2013,4,116,2013,6,187,2013,,,2013,,,2013,,,2013,,,2013,74,0,0,62,18,0,0,0,0,74,80,-6,0,0
2013,Steelers,4-111,,,Browns,3-83,,,,,,0,0,0,1,0,0,0,0,0,4,111,2013,,,2013,,,2013,3,83,2014,,,2013,,,2013,,,2013,,,2013,,,2013,72,0,0,175,0,0,0,0,0,72,175,-103,0,1
2013,Packers,4-125,,,Broncos,5-146,6-173,,,,,0,0,0,0,0,0,0,0,0,4,125,2013,,,2013,,,2013,5,146,2013,6,173,2013,,,2013,,,2013,,,2013,,,2013,47,0,0,33,23,0,0,0,0,47,56,-9,0,0
