year,teamup,upick1,upick2,upick3,teamdown,dpick1,dpick2,dpick3,dpick4,dpick5,dpick6,up_pick1_next_year,up_pick2_next_year,up_pick3_next_year,down_pick1_next_year,down_pick2_next_year,down_pick3_next_year,down_pick4_next_year,down_pick5_next_year,down_pick6_next_year,up_pick1_round,up_pick1_number,up_pick1_year,up_pick2_round,up_pick2_number,up_pick2_year,up_pick3_round,up_pick3_number,up_pick3_year,down_pick1_round,down_pick1_number,down_pick1_year,down_pick2_round,down_pick2_number,down_pick2_year,down_pick3_round,down_pick3_number,down_pick3_year,down_pick4_round,down_pick4_number,down_pick4_year,down_pick5_round,down_pick5_number,down_pick5_year,down_pick6_round,down_pick6_number,down_pick6_year,up1_jj_value,up2_jj_value,up3_jj_value,down1_jj_value,down2_jj_value,down3_jj_value,down4_jj_value,down5_jj_value,down6_jj_value,jj_up_total,jj_down_total,jj_trade_diff,future_up_picks,future_down_picks
2017,Bears,4-112,,,Ravens,4-117,6-197,,,,,0,0,0,0,0,0,0,0,0,4,112,2017,,,2017,,,2017,4,117,2017,6,197,2017,,,2017,,,2017,,,2017,,,2017,70,0,0,60,14,0,0,0,0,70,74,-4,0,0
2017,49ers,4-121,,,Colts,4-143,5-161,,,,,0,0,0,0,0,0,0,0,0,4,121,2017,,,2017,,,2017,4,143,2017,5,161,2017,,,2017,,,2017,,,2017,,,2017,52,0,0,35,28,0,0,0,0,52,63,-11,0,0
2017,Rams,4-125,,,Jets,4-141,6-197,,,,,0,0,0,0,0,0,0,0,0,4,125,2017,,,2017,,,2017,4,141,2017,6,197,2017,,,2017,,,2017,,,2017,,,2017,47,0,0,36,14,0,0,0,0,47,49,-2,0,0
2017,Browns,4-126,7-252,,Broncos,5-145,5-175,,,,,0,0,0,0,0,0,0,0,0,4,126,2017,7,252,2017,,,2017,5,145,2017,5,175,2017,,,2017,,,2017,,,2017,,,2017,46,1,0,34,22,0,0,0,0,47,56,-9,0,0
2017,Eagles,4-132,,,Vikings,4-139,7-230,,,,,0,0,0,0,0,0,0,0,0,4,132,2017,,,2017,,,2017,4,139,2017,7,230,2017,,,2017,,,2017,,,2017,,,2017,40,0,0,37,2,0,0,0,0,40,39,1,0,0
2017,Chiefs,4-139,,,Vikings,5-170,5-180,,,,,0,0,0,0,0,0,0,0,0,4,139,2017,,,2017,,,2017,5,170,2017,5,180,2017,,,2017,,,2017,,,2017,,,2017,37,0,0,24,20,0,0,0,0,37,45,-8,0,0
2017,Titans,5-155,,,Eagles,5-164,6-214,,,,,0,0,0,0,0,0,0,0,0,5,155,2017,,,2017,,,2017,5,164,2017,6,214,2017,,,2017,,,2017,,,2017,,,2017,30,0,0,27,7,0,0,0,0,30,34,-3,0,0
2017,Browns,5-160,7-224,,Jets,5-181,6-188,,,,,0,0,0,0,0,0,0,0,0,5,160,2017,7,224,2017,,,2017,5,181,2017,6,188,2017,,,2017,,,2017,,,2017,,,2017,28,3,0,20,17,0,0,0,0,31,37,-6,0,0
2017,Dolphins,5-164,6-194,,Eagles,5-166,5-184,,,,,0,0,0,0,0,0,0,0,0,5,164,2017,6,194,2017,,,2017,5,166,2017,5,184,2017,,,2017,,,2017,,,2017,,,2017,27,15,0,26,19,0,0,0,0,42,45,-3,0,0
2017,Broncos,5-172,,,Packers,5-175,7-238,,,,,0,0,0,0,0,0,0,0,0,5,172,2017,,,2017,,,2017,5,175,2017,7,238,2017,,,2017,,,2017,,,2017,,,2017,24,0,0,22,2,0,0,0,0,24,24,0,0,0
2017,Cowboys,6-191,,,Jets,5-157,,,,,,0,0,0,1,0,0,0,0,0,6,191,2017,,,2017,,,2017,5,157,2018,,,2017,,,2017,,,2017,,,2017,,,2017,16,0,0,30,0,0,0,0,0,16,30,-14,0,1
2017,Redskins,6-199,7-230,,Vikings,6-201,7-220,,,,,0,0,0,0,0,0,0,0,0,6,199,2017,7,230,2017,,,2017,6,201,2017,7,220,2017,,,2017,,,2017,,,2017,,,2017,13,2,0,12,4,0,0,0,0,15,16,-1,0,0
2017,Giants,6-200,,,Titans,6-207,7-241,,,,,0,0,0,0,0,0,0,0,0,6,200,2017,,,2017,,,2017,6,207,2017,7,241,2017,,,2017,,,2017,,,2017,,,2017,12,0,0,10,1,0,0,0,0,12,11,1,0,0
2017,Bengals,6-207,,,Titans,6-217,7-227,,,,,0,0,0,0,0,0,0,0,0,6,207,2017,,,2017,,,2017,6,217,2017,7,227,2017,,,2017,,,2017,,,2017,,,2017,10,0,0,6,3,0,0,0,0,10,8,1,0,0
2017,Cardinals,6-208,,,Raiders,7-221,7-231,,,,,0,0,0,0,0,0,0,0,0,6,208,2017,,,2017,,,2017,7,221,2017,7,231,2017,,,2017,,,2017,,,2017,,,2017,9,0,0,4,2,0,0,0,0,9,6,3,0,0
2017,Patriots,6-211,,,Cowboys,6-216,7-239,,,,,0,0,0,0,0,0,0,0,0,6,211,2017,,,2017,,,2017,6,216,2017,7,239,2017,,,2017,,,2017,,,2017,,,2017,8,0,0,6,2,0,0,0,0,8,8,1,0,0
2017,Bucs,7-223,,,Dolphins,7-237,7-223,,,,,0,0,0,0,1,0,0,0,0,7,223,2017,,,2017,,,2017,7,237,2017,7,223,2018,,,2017,,,2017,,,2017,,,2017,3,0,0,2,3,0,0,0,0,3,5,-2,0,1
2018,Jets,1-3,,,Colts,1-6,2-37,2-49,2-34,,,0,0,0,0,0,0,1,0,0,1,3,2018,,,2018,,,2018,1,6,2018,2,37,2018,2,49,2018,2,34,2019,,,2018,,,2018,2200,0,0,1600,530,410,560,0,0,2200,3100,-900,0,1
2018,Bills,1-7,7-255,,Bucs,1-12,2-53,2-56,,,,0,0,0,0,0,0,0,0,0,1,7,2018,7,255,2018,,,2018,1,12,2018,2,53,2018,2,56,2018,,,2018,,,2018,,,2018,1500,0,0,1200,370,340,0,0,0,1500,1910,-410,0,0
2018,Cardinals,1-10,,,Raiders,1-15,3-79,5-152,,,,0,0,0,0,0,0,0,0,0,1,10,2018,,,2018,,,2018,1,15,2018,3,79,2018,5,152,2018,,,2018,,,2018,,,2018,1300,0,0,1050,195,32,0,0,0,1300,1277,23,0,0
2018,Saints,1-14,,,Packers,1-27,5-147,1-30,,,,0,0,0,0,0,1,0,0,0,1,14,2018,,,2018,,,2018,1,27,2018,5,147,2018,1,30,2019,,,2018,,,2018,,,2018,1100,0,0,680,33,620,0,0,0,1100,1333,-233,0,1
2018,Bills,1-16,,,Ravens,1-22,3-65,,,,,0,0,0,0,0,0,0,0,0,1,16,2018,,,2018,,,2018,1,22,2018,3,65,2018,,,2018,,,2018,,,2018,,,2018,1000,0,0,780,265,0,0,0,0,1000,1045,-45,0,0
2018,Packers,1-18,7-248,,Seahawks,1-27,3-76,6-186,,,,0,0,0,0,0,0,0,0,0,1,18,2018,7,248,2018,,,2018,1,27,2018,3,76,2018,6,186,2018,,,2018,,,2018,,,2018,900,1,0,680,210,18,0,0,0,901,908,-7,0,0
2018,Titans,1-22,6-215,,Ravens,1-25,4-125,,,,,0,0,0,0,0,0,0,0,0,1,22,2018,6,215,2018,,,2018,1,25,2018,4,125,2018,,,2018,,,2018,,,2018,,,2018,780,6,0,720,47,0,0,0,0,786,767,19,0,0
2018,Ravens,1-32,4-132,,Eagles,2-52,4-125,2-53,,,,0,0,0,0,0,1,0,0,0,1,32,2018,4,132,2018,,,2018,2,52,2018,4,125,2018,2,53,2019,,,2018,,,2018,,,2018,590,40,0,380,47,370,0,0,0,630,797,-167,0,1
2018,Titans,2-41,,,Raiders,2-57,3-89,,,,,0,0,0,0,0,0,0,0,0,2,41,2018,,,2018,,,2018,2,57,2018,3,89,2018,,,2018,,,2018,,,2018,,,2018,490,0,0,330,145,0,0,0,0,490,475,15,0,0
2018,Lions,2-43,,,Patriots,2-51,4-117,,,,,0,0,0,0,0,0,0,0,0,2,43,2018,,,2018,,,2018,2,51,2018,4,117,2018,,,2018,,,2018,,,2018,,,2018,470,0,0,390,60,0,0,0,0,470,450,20,0,0
2018,49ers,2-44,5-142,,Redskins,2-59,3-74,,,,,0,0,0,0,0,0,0,0,0,2,44,2018,5,142,2018,,,2018,2,59,2018,3,74,2018,,,2018,,,2018,,,2018,,,2018,460,35,0,310,220,0,0,0,0,495,530,-35,0,0
2018,Chiefs,2-46,3-100,,Bengals,2-54,3-78,,,,,0,0,0,0,0,0,0,0,0,2,46,2018,3,100,2018,,,2018,2,54,2018,3,78,2018,,,2018,,,2018,,,2018,,,2018,440,100,0,360,200,0,0,0,0,540,560,-20,0,0
2018,Eagles,2-49,,,Colts,2-52,5-169,,,,,0,0,0,0,0,0,0,0,0,2,49,2018,,,2018,,,2018,2,52,2018,5,169,2018,,,2018,,,2018,,,2018,,,2018,410,0,0,380,25,0,0,0,0,410,405,5,0,0
2018,Bears,2-51,,,Patriots,4-105,2-56,,,,,0,0,0,0,1,0,0,0,0,2,51,2018,,,2018,,,2018,4,105,2018,2,56,2019,,,2018,,,2018,,,2018,,,2018,390,0,0,84,340,0,0,0,0,390,424,-34,0,1
2018,Patriots,2-56,,,Bucs,2-63,4-117,,,,,0,0,0,0,0,0,0,0,0,2,56,2018,,,2018,,,2018,2,63,2018,4,117,2018,,,2018,,,2018,,,2018,,,2018,340,0,0,276,60,0,0,0,0,340,336,4,0,0
2018,Colts,2-64,,,Browns,2-67,6-178,,,,,0,0,0,0,0,0,0,0,0,2,64,2018,,,2018,,,2018,2,67,2018,6,178,2018,,,2018,,,2018,,,2018,,,2018,270,0,0,255,21,0,0,0,0,270,276,-6,0,0
2018,Raiders,3-65,,,Ravens,3-75,5-172,6-212,,,,0,0,0,0,0,0,0,0,0,3,65,2018,,,2018,,,2018,3,75,2018,5,172,2018,6,212,2018,,,2018,,,2018,,,2018,265,0,0,215,24,8,0,0,0,265,246,19,0,0
2018,Chiefs,3-75,,,Ravens,3-86,4-122,,,,,0,0,0,0,0,0,0,0,0,3,75,2018,,,2018,,,2018,3,86,2018,4,122,2018,,,2018,,,2018,,,2018,,,2018,215,0,0,160,50,0,0,0,0,215,210,5,0,0
2018,Steelers,3-76,,,Seahawks,3-79,7-220,,,,,0,0,0,0,0,0,0,0,0,3,76,2018,,,2018,,,2018,3,79,2018,7,220,2018,,,2018,,,2018,,,2018,,,2018,210,0,0,195,4,0,0,0,0,210,199,11,0,0
2018,Raiders,3-87,,,Rams,3-89,6-217,,,,,0,0,0,0,0,0,0,0,0,3,87,2018,,,2018,,,2018,3,89,2018,6,217,2018,,,2018,,,2018,,,2018,,,2018,155,0,0,145,6,0,0,0,0,155,151,4,0,0
2018,Packers,3-88,,,Panthers,4-101,5-147,,,,,0,0,0,0,0,0,0,0,0,3,88,2018,,,2018,,,2018,4,101,2018,5,147,2018,,,2018,,,2018,,,2018,,,2018,150,0,0,96,33,0,0,0,0,150,129,21,0,0
2018,Bucs,3-94,,,Vikings,4-102,6-180,,,,,0,0,0,0,0,0,0,0,0,3,94,2018,,,2018,,,2018,4,102,2018,6,180,2018,,,2018,,,2018,,,2018,,,2018,124,0,0,92,20,0,0,0,0,124,112,12,0,0
2018,Browns,4-105,,,Patriots,4-114,6-178,,,,,0,0,0,0,0,0,0,0,0,4,105,2018,,,2018,,,2018,4,114,2018,6,178,2018,,,2018,,,2018,,,2018,,,2018,84,0,0,66,21,0,0,0,0,84,87,-3,0,0
2018,Lions,4-114,,,Patriots,3-73,,,,,,0,0,0,1,0,0,0,0,0,4,114,2018,,,2018,,,2018,3,73,2019,,,2018,,,2018,,,2018,,,2018,,,2018,66,0,0,225,0,0,0,0,0,66,225,-159,0,1
2018,Panthers,4-136,,,Rams,5-147,6-197,,,,,0,0,0,0,0,0,0,0,0,4,136,2018,,,2018,,,2018,5,147,2018,6,197,2018,,,2018,,,2018,,,2018,,,2018,38,0,0,33,14,0,0,0,0,38,46,-8,0,0
2018,Raiders,5-140,,,Colts,5-159,6-185,,,,,0,0,0,0,0,0,0,0,0,5,140,2018,,,2018,,,2018,5,159,2018,6,185,2018,,,2018,,,2018,,,2018,,,2018,36,0,0,29,18,0,0,0,0,36,47,-11,0,0
2018,Seahawks,5-149,,,Broncos,5-156,7-226,,,,,0,0,0,0,0,0,0,0,0,5,149,2018,,,2018,,,2018,5,156,2018,7,226,2018,,,2018,,,2018,,,2018,,,2018,32,0,0,30,3,0,0,0,0,32,33,-1,0,0
2018,Titans,5-152,,,Ravens,5-162,6-215,,,,,0,0,0,0,0,0,0,0,0,5,152,2018,,,2018,,,2018,5,162,2018,6,215,2018,,,2018,,,2018,,,2018,,,2018,32,0,0,28,6,0,0,0,0,32,34,-2,0,0
2018,Vikings,5-157,,,Jets,5-167,7-225,,,,,0,0,0,0,0,0,0,0,0,5,157,2018,,,2018,,,2018,5,167,2018,7,225,2018,,,2018,,,2018,,,2018,,,2018,30,0,0,26,3,0,0,0,0,30,29,1,0,0
2018,Rams,5-160,,,Broncos,6-183,6-217,,,,,0,0,0,0,0,0,0,0,0,5,160,2018,,,2018,,,2018,6,183,2018,6,217,2018,,,2018,,,2018,,,2018,,,2018,28,0,0,19,6,0,0,0,0,28,25,4,0,0
2018,Vikings,5-167,7-225,,Jets,6-180,6-204,,,,,0,0,0,0,0,0,0,0,0,5,167,2018,7,225,2018,,,2018,6,180,2018,6,204,2018,,,2018,,,2018,,,2018,,,2018,26,3,0,20,11,0,0,0,0,29,31,-3,0,0
2018,Falcons,6-194,,,Rams,7-244,7-256,,,,,0,0,0,0,0,0,0,0,0,6,194,2018,,,2018,,,2018,7,244,2018,7,256,2018,,,2018,,,2018,,,2018,,,2018,15,0,0,1,0,0,0,0,0,15,1,13,0,0
2018,Redskins,6-197,7-256,,Rams,6-205,7-231,,,,,0,0,0,0,0,0,0,0,0,6,197,2018,7,256,2018,,,2018,6,205,2018,7,231,2018,,,2018,,,2018,,,2018,,,2018,14,0,0,10,2,0,0,0,0,14,13,1,0,0
2018,Chiefs,6-198,,,Patriots,7-233,7-243,,,,,0,0,0,0,0,0,0,0,0,6,198,2018,,,2018,,,2018,7,233,2018,7,243,2018,,,2018,,,2018,,,2018,,,2018,13,0,0,2,1,0,0,0,0,13,3,10,0,0
2018,Eagles,7-233,,,Patriots,7-250,7-239,,,,,0,0,0,0,1,0,0,0,0,7,233,2018,,,2018,,,2018,7,250,2018,7,239,2019,,,2018,,,2018,,,2018,,,2018,2,0,0,1,2,0,0,0,0,2,2,0,0,1
2019,Steelers,1-10,,,Broncos,1-20,2-52,3-83,,,,0,0,0,0,0,1,0,0,0,1,10,2019,,,2019,,,2019,1,20,2019,2,52,2019,3,83,2020,,,2019,,,2019,,,2019,1300,0,0,850,380,175,0,0,0,1300,1405,-105,0,1
2019,Packers,1-21,,,Seahawks,1-30,4-114,4-118,,,,0,0,0,0,0,0,0,0,0,1,21,2019,,,2019,,,2019,1,30,2019,4,114,2019,4,118,2019,,,2019,,,2019,,,2019,800,0,0,620,66,58,0,0,0,800,744,56,0,0
2019,Eagles,1-22,,,Ravens,1-25,4-127,6-197,,,,0,0,0,0,0,0,0,0,0,1,22,2019,,,2019,,,2019,1,25,2019,4,127,2019,6,197,2019,,,2019,,,2019,,,2019,780,0,0,720,45,14,0,0,0,780,779,1,0,0
2019,Redskins,1-26,,,Colts,2-46,2-34,,,,,0,0,0,0,1,0,0,0,0,1,26,2019,,,2019,,,2019,2,46,2019,2,34,2020,,,2019,,,2019,,,2019,,,2019,700,0,0,440,560,0,0,0,0,700,1000,-300,0,1
2019,Giants,1-30,,,Seahawks,2-37,4-132,5-142,,,,0,0,0,0,0,0,0,0,0,1,30,2019,,,2019,,,2019,2,37,2019,4,132,2019,5,142,2019,,,2019,,,2019,,,2019,620,0,0,530,40,35,0,0,0,620,605,15,0,0
2019,Falcons,1-31,6-203,,Rams,2-45,3-79,,,,,0,0,0,0,0,0,0,0,0,1,31,2019,6,203,2019,,,2019,2,45,2019,3,79,2019,,,2019,,,2019,,,2019,,,2019,600,11,0,450,195,0,0,0,0,611,645,-34,0,0
2019,Jaguars,2-35,5-140,7-235,Raiders,2-38,4-109,,,,,0,0,0,0,0,0,0,0,0,2,35,2019,5,140,2019,7,235,2019,2,38,2019,4,109,2019,,,2019,,,2019,,,2019,,,2019,550,36,2,520,76,0,0,0,0,588,596,-8,0,0
2019,Panthers,2-37,,,Seahawks,2-47,3-77,,,,,0,0,0,0,0,0,0,0,0,2,37,2019,,,2019,,,2019,2,47,2019,3,77,2019,,,2019,,,2019,,,2019,,,2019,530,0,0,430,205,0,0,0,0,530,635,-105,0,0
2019,Bills,2-38,,,Raiders,2-40,5-158,,,,,0,0,0,0,0,0,0,0,0,2,38,2019,,,2019,,,2019,2,40,2019,5,158,2019,,,2019,,,2019,,,2019,,,2019,520,0,0,500,29,0,0,0,0,520,529,-9,0,0
2019,Broncos,2-42,,,Bengals,2-52,4-125,6-182,,,,0,0,0,0,0,0,0,0,0,2,42,2019,,,2019,,,2019,2,52,2019,4,125,2019,6,182,2019,,,2019,,,2019,,,2019,480,0,0,380,47,20,0,0,0,480,447,33,0,0
2019,Patriots,2-45,,,Rams,2-56,3-101,,,,,0,0,0,0,0,0,0,0,0,2,45,2019,,,2019,,,2019,2,56,2019,3,101,2019,,,2019,,,2019,,,2019,,,2019,450,0,0,340,96,0,0,0,0,450,436,14,0,0
2019,Browns,2-46,,,Colts,2-49,5-144,,,,,0,0,0,0,0,0,0,0,0,2,46,2019,,,2019,,,2019,2,49,2019,5,144,2019,,,2019,,,2019,,,2019,,,2019,440,0,0,410,34,0,0,0,0,440,444,-4,0,0
2019,Saints,2-48,4-116,,Dolphins,2-62,6-202,2-56,,,,0,0,0,0,0,1,0,0,0,2,48,2019,4,116,2019,,,2019,2,62,2019,6,202,2019,2,56,2020,,,2019,,,2019,,,2019,420,62,0,284,12,340,0,0,0,482,636,-154,0,1
2019,Chiefs,2-56,,,Rams,2-61,5-167,,,,,0,0,0,0,0,0,0,0,0,2,56,2019,,,2019,,,2019,2,61,2019,5,167,2019,,,2019,,,2019,,,2019,,,2019,340,0,0,292,26,0,0,0,0,340,318,22,0,0
2019,Seahawks,2-64,,,Patriots,3-77,4-118,,,,,0,0,0,0,0,0,0,0,0,2,64,2019,,,2019,,,2019,3,77,2019,4,118,2019,,,2019,,,2019,,,2019,,,2019,270,0,0,205,58,0,0,0,0,270,263,7,0,0
2019,Rams,3-70,,,Bucs,3-94,3-99,,,,,0,0,0,0,0,0,0,0,0,3,70,2019,,,2019,,,2019,3,94,2019,3,99,2019,,,2019,,,2019,,,2019,,,2019,240,0,0,124,104,0,0,0,0,240,228,12,0,0
2019,Bears,3-73,6-205,,Patriots,3-87,5-162,4-125,,,,0,0,0,0,0,1,0,0,0,3,73,2019,6,205,2019,,,2019,3,87,2019,5,162,2019,4,125,2020,,,2019,,,2019,,,2019,225,10,0,155,28,47,0,0,0,235,230,6,0,1
2019,Lions,3-81,,,Vikings,3-88,6-204,,,,,0,0,0,0,0,0,0,0,0,3,81,2019,,,2019,,,2019,3,88,2019,6,204,2019,,,2019,,,2019,,,2019,,,2019,185,0,0,150,11,0,0,0,0,185,161,24,0,0
2019,Seahawks,3-88,6-209,,Vikings,3-92,5-159,,,,,0,0,0,0,0,0,0,0,0,3,88,2019,6,209,2019,,,2019,3,92,2019,5,159,2019,,,2019,,,2019,,,2019,,,2019,150,9,0,132,29,0,0,0,0,159,161,-2,0,0
2019,Jets,3-92,,,Vikings,3-93,7-217,,,,,0,0,0,0,0,0,0,0,0,3,92,2019,,,2019,,,2019,3,93,2019,7,217,2019,,,2019,,,2019,,,2019,,,2019,132,0,0,128,6,0,0,0,0,132,134,-2,0,0
2019,Ravens,3-93,,,Vikings,3-102,6-191,6-193,,,,0,0,0,0,0,0,0,0,0,3,93,2019,,,2019,,,2019,3,102,2019,6,191,2019,6,193,2019,,,2019,,,2019,,,2019,128,0,0,92,16,15,0,0,0,128,123,5,0,0
2019,Bills,3-96,,,Redskins,4-112,4-131,,,,,0,0,0,0,0,0,0,0,0,3,96,2019,,,2019,,,2019,4,112,2019,4,131,2019,,,2019,,,2019,,,2019,,,2019,116,0,0,70,41,0,0,0,0,116,111,5,0,0
2019,Rams,3-97,5-162,,Patriots,3-101,4-133,,,,,0,0,0,0,0,0,0,0,0,3,97,2019,5,162,2019,,,2019,3,101,2019,4,133,2019,,,2019,,,2019,,,2019,,,2019,112,28,0,96,40,0,0,0,0,140,136,4,0,0
2019,Bengals,4-104,,,49ers,4-110,6-183,6-198,,,,0,0,0,0,0,0,0,0,0,4,104,2019,,,2019,,,2019,4,110,2019,6,183,2019,6,198,2019,,,2019,,,2019,,,2019,86,0,0,74,19,13,0,0,0,86,106,-20,0,0
2019,Saints,4-105,,,Jets,4-116,5-168,,,,,0,0,0,0,0,0,0,0,0,4,105,2019,,,2019,,,2019,4,116,2019,5,168,2019,,,2019,,,2019,,,2019,,,2019,84,0,0,62,25,0,0,0,0,84,87,-3,0,0
2019,Colts,4-109,,,Raiders,4-129,4-135,,,,,0,0,0,0,0,0,0,0,0,4,109,2019,,,2019,,,2019,4,129,2019,4,135,2019,,,2019,,,2019,,,2019,,,2019,76,0,0,43,39,0,0,0,0,76,82,-6,0,0
2019,Falcons,4-111,,,Lions,4-117,6-186,,,,,0,0,0,0,0,0,0,0,0,4,111,2019,,,2019,,,2019,4,117,2019,6,186,2019,,,2019,,,2019,,,2019,,,2019,72,0,0,60,18,0,0,0,0,72,78,-6,0,0
2019,Vikings,4-114,,,Seahawks,4-120,6-204,,,,,0,0,0,0,0,0,0,0,0,4,114,2019,,,2019,,,2019,4,120,2019,6,204,2019,,,2019,,,2019,,,2019,,,2019,66,0,0,54,11,0,0,0,0,66,65,1,0,0
2019,Titans,4-116,5-168,,Jets,4-121,5-157,,,,,0,0,0,0,0,0,0,0,0,4,116,2019,5,168,2019,,,2019,4,121,2019,5,157,2019,,,2019,,,2019,,,2019,,,2019,62,25,0,52,30,0,0,0,0,87,82,6,0,0
2019,Rams,4-124,7-243,,Patriots,5-162,5-167,,,,,0,0,0,0,0,0,0,0,0,4,124,2019,7,243,2019,,,2019,5,162,2019,5,167,2019,,,2019,,,2019,,,2019,,,2019,48,1,0,28,26,0,0,0,0,49,53,-4,0,0
2019,Falcons,4-135,,,Raiders,4-137,7-230,,,,,0,0,0,0,0,0,0,0,0,4,135,2019,,,2019,,,2019,4,137,2019,7,230,2019,,,2019,,,2019,,,2019,,,2019,39,0,0,38,2,0,0,0,0,39,40,-1,0,0
2019,Bengals,4-136,,,Cowboys,5-149,6-213,,,,,0,0,0,0,0,0,0,0,0,4,136,2019,,,2019,,,2019,5,149,2019,6,213,2019,,,2019,,,2019,,,2019,,,2019,38,0,0,32,7,0,0,0,0,38,39,-1,0,0
2019,Raiders,5-149,,,Cowboys,5-158,7-218,,,,,0,0,0,0,0,0,0,0,0,5,149,2019,,,2019,,,2019,5,158,2019,7,218,2019,,,2019,,,2019,,,2019,,,2019,32,0,0,29,5,0,0,0,0,32,34,-3,0,0
2019,Patriots,5-159,,,Vikings,5-162,7-239,,,,,0,0,0,0,0,0,0,0,0,5,159,2019,,,2019,,,2019,5,162,2019,7,239,2019,,,2019,,,2019,,,2019,,,2019,29,0,0,28,2,0,0,0,0,29,29,0,0,0
2019,Patriots,5-163,,,Eagles,5-167,7-246,,,,,0,0,0,0,0,0,0,0,0,5,163,2019,,,2019,,,2019,5,167,2019,7,246,2019,,,2019,,,2019,,,2019,,,2019,27,0,0,26,1,0,0,0,0,27,27,1,0,0
2019,Broncos,6-187,,,Panthers,6-212,7-237,,,,,0,0,0,0,0,0,0,0,0,6,187,2019,,,2019,,,2019,6,212,2019,7,237,2019,,,2019,,,2019,,,2019,,,2019,18,0,0,8,2,0,0,0,0,18,9,8,0,0
2019,Seahawks,7-236,,,Jaguars,6-206,,,,,,0,0,0,1,0,0,0,0,0,7,236,2019,,,2019,,,2019,6,206,2020,,,2019,,,2019,,,2019,,,2019,,,2019,2,0,0,10,0,0,0,0,0,2,10,-8,0,1
2020,Bears,1-13,7-245,,49ers,1-14,4-117,,,,,0,0,0,0,0,0,0,0,0,1,13,2020,7,245,2020,,,2020,1,14,2020,4,117,2020,,,2020,,,2020,,,2020,,,2020,1150,1,0,1100,60,0,0,0,0,1151,1160,-9,0,0
2020,Chargers,1-23,,,Patriots,2-37,3-71,,,,,0,0,0,0,0,0,0,0,0,1,23,2020,,,2020,,,2020,2,37,2020,3,71,2020,,,2020,,,2020,,,2020,,,2020,760,0,0,530,235,0,0,0,0,760,765,-5,0,0
2020,49ers,1-25,,,Vikings,1-31,4-117,5-176,,,,0,0,0,0,0,0,0,0,0,1,25,2020,,,2020,,,2020,1,31,2020,4,117,2020,5,176,2020,,,2020,,,2020,,,2020,720,0,0,600,60,22,0,0,0,720,682,38,0,0
2020,Packers,1-26,,,Dolphins,1-30,4-136,,,,,0,0,0,0,0,0,0,0,0,1,26,2020,,,2020,,,2020,1,30,2020,4,136,2020,,,2020,,,2020,,,2020,,,2020,700,0,0,620,38,0,0,0,0,700,658,42,0,0
2020,Colts,2-41,,,Browns,2-44,5-160,,,,,0,0,0,0,0,0,0,0,0,2,41,2020,,,2020,,,2020,2,44,2020,5,160,2020,,,2020,,,2020,,,2020,,,2020,490,0,0,460,28,0,0,0,0,490,488,2,0,0
2020,Jets,2-48,,,Seahawks,3-69,5-148,,,,,0,0,0,0,0,0,0,0,0,2,48,2020,,,2020,,,2020,3,69,2020,5,148,2020,,,2020,,,2020,,,2020,,,2020,420,0,0,245,32,0,0,0,0,420,277,143,0,0
2020,Saints,3-74,7-244,,Browns,3-88,3-91,,,,,0,0,0,0,1,0,0,0,0,3,74,2020,7,244,2020,,,2020,3,88,2020,3,91,2021,,,2020,,,2020,,,2020,,,2020,220,1,0,150,136,0,0,0,0,221,286,-65,0,1
2020,Lions,3-75,6-197,,Colts,3-85,5-149,6-182,,,,0,0,0,0,0,0,0,0,0,3,75,2020,6,197,2020,,,2020,3,85,2020,5,149,2020,6,182,2020,,,2020,,,2020,,,2020,215,14,0,165,32,20,0,0,0,229,216,12,0,0
2020,Patriots,3-91,5-159,,Raiders,3-100,4-139,5-172,,,,0,0,0,0,0,0,0,0,0,3,91,2020,5,159,2020,,,2020,3,100,2020,4,139,2020,5,172,2020,,,2020,,,2020,,,2020,136,29,0,100,37,24,0,0,0,165,160,5,0,0
